"Usedphone_financial","Education","Locality","Geographic_Area","Sex","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69"
"Did not use mobile phone for financial transactions","Secondary","Rural","Western North","Male",61,104,51,76,51,149,316,143,120,111,108
"Did not use mobile phone for financial transactions","Secondary","Rural","Western North","Female",61,56,44,22,22,84,125,31,18,19,52
"Did not use mobile phone for financial transactions","Secondary","Rural","Ahafo","Male",19,40,24,26,17,60,156,86,80,54,88
"Did not use mobile phone for financial transactions","Secondary","Rural","Ahafo","Female",17,26,15,9,13,41,85,25,18,18,39
"Did not use mobile phone for financial transactions","Secondary","Rural","Bono","Male",28,50,25,36,24,124,235,153,155,103,116
"Did not use mobile phone for financial transactions","Secondary","Rural","Bono","Female",33,26,19,19,14,73,147,39,36,31,78
"Did not use mobile phone for financial transactions","Secondary","Rural","Bono East","Male",44,57,32,30,27,75,161,115,85,58,101
"Did not use mobile phone for financial transactions","Secondary","Rural","Bono East","Female",33,37,13,13,9,33,70,19,15,15,45
"Did not use mobile phone for financial transactions","Secondary","Rural","Oti","Male",50,42,17,27,21,78,164,108,92,66,97
"Did not use mobile phone for financial transactions","Secondary","Rural","Oti","Female",56,30,17,8,3,41,84,10,15,11,41
"Did not use mobile phone for financial transactions","Secondary","Rural","Northern","Male",160,188,90,58,35,40,44,60,42,33,52
"Did not use mobile phone for financial transactions","Secondary","Rural","Northern","Female",123,148,53,20,8,12,12,9,8,5,10
"Did not use mobile phone for financial transactions","Secondary","Rural","Savannah","Male",44,91,36,23,14,29,33,32,26,27,24
"Did not use mobile phone for financial transactions","Secondary","Rural","Savannah","Female",33,60,19,5,7,7,11,9,4,6,5
"Did not use mobile phone for financial transactions","Secondary","Rural","North East","Male",33,37,17,13,9,12,17,33,22,19,15
"Did not use mobile phone for financial transactions","Secondary","Rural","North East","Female",39,37,13,10,3,2,0,6,3,6,3
"Did not use mobile phone for financial transactions","Secondary","Rural","Upper East","Male",63,77,34,29,31,44,46,72,45,53,81
"Did not use mobile phone for financial transactions","Secondary","Rural","Upper East","Female",189,97,43,19,7,16,17,12,10,12,22
"Did not use mobile phone for financial transactions","Secondary","Rural","Upper West","Male",39,66,32,15,22,27,35,54,55,35,82
"Did not use mobile phone for financial transactions","Secondary","Rural","Upper West","Female",34,57,28,17,14,17,10,20,12,14,27
"Did not use mobile phone for financial transactions","Secondary","Urban","Ghana","Male",2539,1769,1036,1213,1185,2578,4302,3429,2860,2633,2776
"Did not use mobile phone for financial transactions","Secondary","Urban","Ghana","Female",3927,1605,891,975,898,2167,3658,2270,2177,2077,2902
"Did not use mobile phone for financial transactions","Secondary","Urban","Western","Male",157,126,87,106,110,202,348,242,171,156,191
"Did not use mobile phone for financial transactions","Secondary","Urban","Western","Female",273,135,87,81,62,190,298,151,136,106,193
"Did not use mobile phone for financial transactions","Secondary","Urban","Central","Male",151,116,82,63,73,209,344,225,169,179,252
"Did not use mobile phone for financial transactions","Secondary","Urban","Central","Female",443,113,49,71,48,154,310,158,138,145,225
"Did not use mobile phone for financial transactions","Secondary","Urban","Greater Accra","Male",732,564,437,542,512,907,1370,1276,1113,1002,955
"Did not use mobile phone for financial transactions","Secondary","Urban","Greater Accra","Female",841,459,354,450,422,844,1248,1063,1098,1049,1290
"Did not use mobile phone for financial transactions","Secondary","Urban","Volta","Male",70,53,34,41,42,110,188,151,127,145,149
"Did not use mobile phone for financial transactions","Secondary","Urban","Volta","Female",221,80,29,35,27,63,129,71,68,59,110
"Did not use mobile phone for financial transactions","Secondary","Urban","Eastern","Male",281,127,49,75,76,257,459,241,256,306,313
"Did not use mobile phone for financial transactions","Secondary","Urban","Eastern","Female",405,113,41,48,56,201,379,192,160,179,237
"Did not use mobile phone for financial transactions","Secondary","Urban","Ashanti","Male",350,242,137,153,174,503,946,701,561,490,487
"Did not use mobile phone for financial transactions","Secondary","Urban","Ashanti","Female",636,238,132,119,162,444,825,388,374,348,544
"Did not use mobile phone for financial transactions","Secondary","Urban","Western North","Male",159,49,8,11,15,33,75,47,41,22,30
"Did not use mobile phone for financial transactions","Secondary","Urban","Western North","Female",236,50,6,9,11,29,43,18,18,12,24
"Did not use mobile phone for financial transactions","Secondary","Urban","Ahafo","Male",22,17,13,12,13,45,101,59,47,35,46
"Did not use mobile phone for financial transactions","Secondary","Urban","Ahafo","Female",100,15,20,7,11,29,70,24,21,19,45
"Did not use mobile phone for financial transactions","Secondary","Urban","Bono","Male",80,75,42,52,40,96,176,131,112,105,127
"Did not use mobile phone for financial transactions","Secondary","Urban","Bono","Female",78,61,36,51,38,89,183,104,79,61,130
"Did not use mobile phone for financial transactions","Secondary","Urban","Bono East","Male",76,71,24,24,27,69,126,102,62,48,72
"Did not use mobile phone for financial transactions","Secondary","Urban","Bono East","Female",67,50,25,22,9,43,78,31,23,33,37
"Did not use mobile phone for financial transactions","Secondary","Urban","Oti","Male",26,20,10,12,11,37,36,45,42,27,28
"Did not use mobile phone for financial transactions","Secondary","Urban","Oti","Female",29,17,13,5,5,15,21,11,12,7,13
"Did not use mobile phone for financial transactions","Secondary","Urban","Northern","Male",132,114,59,64,43,47,56,114,72,56,51
"Did not use mobile phone for financial transactions","Secondary","Urban","Northern","Female",118,115,53,45,26,32,24,27,22,28,23
"Did not use mobile phone for financial transactions","Secondary","Urban","Savannah","Male",19,31,21,20,12,17,16,21,16,15,16
"Did not use mobile phone for financial transactions","Secondary","Urban","Savannah","Female",11,18,14,11,2,5,7,9,2,8,6
"Did not use mobile phone for financial transactions","Secondary","Urban","North East","Male",12,21,12,12,10,8,15,21,16,8,16
"Did not use mobile phone for financial transactions","Secondary","Urban","North East","Female",28,20,5,6,6,2,2,4,3,3,3
"Did not use mobile phone for financial transactions","Secondary","Urban","Upper East","Male",100,39,14,20,20,27,25,33,34,25,30
"Did not use mobile phone for financial transactions","Secondary","Urban","Upper East","Female",99,40,20,13,9,17,19,11,13,8,10
"Did not use mobile phone for financial transactions","Secondary","Urban","Upper West","Male",172,104,7,6,7,11,21,20,21,14,13
"Did not use mobile phone for financial transactions","Secondary","Urban","Upper West","Female",342,81,7,2,4,10,22,8,10,12,12
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ghana","Male",9520,4450,2857,1924,1326,720,459,312,247,342,253
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ghana","Female",6585,2205,1289,869,512,227,111,52,79,106,59
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Western","Male",765,410,331,170,130,66,57,31,20,41,17
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Western","Female",615,212,137,81,27,16,10,7,5,5,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Central","Male",1111,428,218,163,125,66,58,30,17,29,32
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Central","Female",810,207,103,79,51,25,13,6,4,9,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Greater Accra","Male",358,251,147,116,81,60,39,31,16,19,21
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Greater Accra","Female",296,190,102,82,54,33,21,10,15,17,8
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Volta","Male",791,326,179,114,107,83,48,41,24,36,39
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Volta","Female",529,195,61,59,41,16,14,3,8,15,11
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Eastern","Male",975,379,198,151,125,85,57,31,41,48,34
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Eastern","Female",656,189,108,78,67,28,14,7,13,13,14
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ashanti","Male",1785,801,510,387,246,110,55,65,42,59,41
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ashanti","Female",976,421,276,178,132,43,18,14,14,18,9
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Western North","Male",612,290,177,104,88,32,22,15,10,7,11
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Western North","Female",478,138,83,35,12,2,1,0,4,6,1
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ahafo","Male",342,101,76,45,27,14,10,6,8,9,4
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Ahafo","Female",193,37,17,9,11,3,2,1,2,0,0
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Bono","Male",491,273,159,113,90,34,18,12,20,21,12
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Bono","Female",422,160,111,70,25,16,9,1,1,4,3
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Bono East","Male",357,150,97,85,39,17,11,9,2,13,6
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Bono East","Female",179,58,42,28,16,6,1,0,0,3,0
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Oti","Male",345,125,70,44,31,22,11,3,11,9,7
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Oti","Female",163,59,27,9,10,5,0,0,3,3,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Northern","Male",416,225,205,108,46,35,25,10,13,12,8
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Northern","Female",236,99,55,31,22,14,4,1,4,5,1
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Savannah","Male",243,115,89,50,23,10,5,6,4,4,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Savannah","Female",44,38,30,21,3,1,0,0,1,0,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","North East","Male",100,125,77,34,22,7,2,0,2,7,4
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","North East","Female",48,22,18,8,2,1,0,0,0,1,0
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Upper East","Male",438,291,191,159,93,53,27,11,13,20,9
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Upper East","Female",559,103,80,62,23,11,2,1,4,5,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Upper West","Male",391,160,133,81,53,26,14,11,4,8,6
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Rural","Upper West","Female",381,77,39,39,16,7,2,1,1,2,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ghana","Male",13598,12077,8387,6022,4099,2412,1670,1182,885,1090,936
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ghana","Female",12204,9040,5722,4142,2542,1280,755,519,444,582,413
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Western","Male",705,644,490,322,214,121,100,81,40,54,43
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Western","Female",711,472,299,242,122,54,36,18,24,20,17
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Central","Male",1406,1006,606,389,267,182,110,95,58,70,65
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Central","Female",1156,719,421,248,172,77,51,30,21,40,29
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Greater Accra","Male",4404,4767,3581,2541,1765,1081,781,544,430,492,423
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Greater Accra","Female",4302,4035,2615,1937,1279,687,439,312,251,296,220
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Volta","Male",447,314,206,158,114,74,51,53,24,44,32
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Volta","Female",402,196,120,116,60,41,26,14,13,22,13
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Eastern","Male",993,628,448,344,256,169,111,73,58,85,83
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Eastern","Female",872,382,303,207,146,64,45,37,31,37,26
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ashanti","Male",3001,2522,1541,1030,716,362,232,168,146,177,144
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ashanti","Female",2776,1860,1045,712,401,209,87,65,56,85,64
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Western North","Male",228,207,146,116,55,34,9,12,8,11,10
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Western North","Female",167,111,57,47,28,7,1,3,2,4,1
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ahafo","Male",249,117,80,62,44,22,22,16,8,10,9
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Ahafo","Female",124,62,43,33,16,9,3,3,4,3,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Bono","Male",611,623,403,292,165,82,60,28,30,35,31
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Bono","Female",528,384,229,195,106,36,18,12,10,13,12
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Bono East","Male",428,270,181,171,95,45,39,37,23,28,26
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Bono East","Female",289,192,115,82,41,24,10,4,3,7,3
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Oti","Male",164,111,54,51,35,20,7,5,7,6,6
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Oti","Female",102,58,33,18,8,3,3,2,4,2,2
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Northern","Male",415,426,332,276,177,107,76,32,27,29,29
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Northern","Female",362,337,236,142,94,27,20,7,9,26,11
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Savannah","Male",119,59,71,74,41,31,16,6,2,11,8
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Savannah","Female",35,41,51,27,11,2,1,2,3,5,3
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","North East","Male",111,85,58,43,34,19,12,7,0,4,1
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","North East","Female",45,29,42,20,7,4,0,1,0,2,0
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Upper East","Male",178,170,116,73,67,34,25,15,13,19,9
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Upper East","Female",209,77,64,64,25,21,5,3,3,6,6
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Upper West","Male",139,128,74,80,54,29,19,10,11,15,17
"Did not use mobile phone for financial transactions","Tertiary - Bachelor's Degree","Urban","Upper West","Female",124,85,49,52,26,15,10,6,10,14,4
